Time_Stamp,Log_Source,Event_ID,Username,Source_IP,Destination_IP,Source_Port,Dest_Port,Event_Description,Category_Type
2025-10-20 04:04:10,SIEM,5201.0,svc_account,,,39376.0,80.0,,Network_Conn
2025-10-20 01:37:42,SIEM,,,,,,,,
,,,,192.168.1.6,,40587.0,443.0,,
2025-10-20 00:48:53,Firewall,,svc_account,,1.1.1.1,54262.0,21.0,,
,Proxy,2333.0,,192.168.1.10,192.168.1.1,,,,Email_Blocked
2025-10-20 03:15:40,Firewall,,,192.168.1.6,,40927.0,,User user_a authenticated successfully via service 8505.,Auth_Fail
,,1904.0,,,,,,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 04:04:45,,6625.0,,,192.168.1.5,34877.0,,User user_a authenticated successfully via service 8150.,Auth_Fail
,Firewall,,,,192.168.1.5,16425.0,3389.0,,
,,,,,,4699.0,3389.0,User svc_account authenticated successfully via service 8325.,
,EDR,,,,203.0.113.5,34588.0,,User user_a authenticated successfully via service 8666.,
,,,,203.0.113.3,203.0.113.1,57681.0,,User guest_ext authenticated successfully via service 8843.,Network_Conn
2025-10-20 01:38:04,Proxy,9182.0,svc_account,192.168.1.2,,,443.0,,
2025-10-20 01:38:06,Firewall,1229.0,,203.0.113.3,203.0.113.3,56621.0,,,
2025-10-20 00:49:04,SIEM,8769.0,guest_ext,,,,443.0,,
2025-10-20 02:27:15,,,svc_account,203.0.113.5,1.1.1.1,,3389.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 02:27:18,SIEM,,svc_account,203.0.113.1,,53237.0,21.0,,
2025-10-20 01:38:14,Proxy,,admin_corp,,,,3389.0,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 98c29eed5318090e.,File_Write
,Proxy,9311.0,admin_corp,192.168.1.2,,27075.0,3389.0,Suspicious activity: Lazarus Group executed Clop malware. File hash is 681e36e5fdd61685.,File_Write
,Proxy,4731.0,,203.0.113.5,,,22.0,,Auth_Fail
2025-10-20 00:49:10,Firewall,,,192.168.1.1,203.0.113.3,33077.0,443.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
,Proxy,,,192.168.1.8,,47287.0,,,Network_Conn
2025-10-20 01:38:24,Firewall,5269.0,admin_corp,203.0.113.5,1.1.1.1,,3389.0,,Auth_Fail
,,,svc_account,,,,,Suspicious activity: APT29 executed TrickBot malware. File hash is f7ff03791ff0f24e.,
2025-10-20 00:49:14,Proxy,,,,192.168.1.4,39659.0,21.0,User svc_account authenticated successfully via service 8465.,Network_Conn
2025-10-20 03:17:00,,5063.0,admin_corp,192.168.1.10,,8383.0,3389.0,,Email_Blocked
,EDR,9061.0,,192.168.1.8,203.0.113.3,,21.0,,
2025-10-20 00:49:17,,2255.0,svc_account,,,61938.0,,,
,EDR,,,203.0.113.3,192.168.1.5,33218.0,,,Network_Conn
,,,user_a,192.168.1.1,192.168.1.9,14766.0,,,Network_Conn
2025-10-20 00:49:20,Proxy,,guest_ext,192.168.1.7,192.168.1.6,36755.0,,,
,EDR,,,203.0.113.5,192.168.1.4,,,,Vulnerability_Scan
2025-10-20 01:38:44,EDR,2142.0,,,,47750.0,3389.0,,Network_Conn
,Proxy,5511.0,,203.0.113.5,203.0.113.1,,80.0,User admin_corp authenticated successfully via service 8907.,
2025-10-20 03:17:36,,6897.0,guest_ext,,,29799.0,21.0,User guest_ext authenticated successfully via service 8418.,Network_Conn
,,9192.0,,203.0.113.4,,,,,
,,4555.0,,192.168.1.1,,31947.0,,,
2025-10-20 04:07:15,SIEM,,svc_account,,203.0.113.4,,,,Auth_Fail
2025-10-20 00:49:28,Firewall,,svc_account,,192.168.1.10,,80.0,,
2025-10-20 02:28:27,,4904.0,svc_account,203.0.113.1,192.168.1.3,9655.0,,,File_Write
2025-10-20 04:07:30,SIEM,2350.0,user_a,,192.168.1.9,,,User svc_account authenticated successfully via service 8780.,Auth_Fail
,SIEM,,guest_ext,192.168.1.7,203.0.113.2,,21.0,User svc_account authenticated successfully via service 8160.,Auth_Fail
2025-10-20 02:28:36,SIEM,7671.0,guest_ext,203.0.113.1,192.168.1.5,,21.0,User svc_account authenticated successfully via service 8109.,
,Firewall,,admin_corp,192.168.1.4,,1230.0,,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
,SIEM,,admin_corp,,,43454.0,,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
,Proxy,7732.0,,192.168.1.6,,2493.0,3389.0,Suspicious activity: Mustang Panda executed LockBit malware. File hash is bcd69268cf79a4ba.,
,Firewall,,svc_account,192.168.1.10,,,,Suspicious activity: WIZARD SPIDER executed Emotet malware. File hash is 8b4eccce6304ef06.,File_Write
2025-10-20 04:08:05,,1973.0,,192.168.1.9,,,,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
,Firewall,9800.0,,,192.168.1.6,53156.0,3389.0,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",
,SIEM,,svc_account,203.0.113.4,192.168.1.6,,80.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 02:29:00,,,svc_account,192.168.1.6,192.168.1.2,56590.0,21.0,User admin_corp authenticated successfully via service 8246.,Network_Conn
2025-10-20 04:08:25,,,user_a,,,26981.0,21.0,,
2025-10-20 04:08:30,,4504.0,admin_corp,192.168.1.6,,,,,
,Firewall,,,,,,22.0,,Email_Blocked
,Proxy,4255.0,admin_corp,192.168.1.1,,18452.0,,,File_Write
2025-10-20 02:29:15,SIEM,2065.0,,192.168.1.1,,,443.0,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 00:49:46,,,,,192.168.1.3,,3389.0,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,
,,5494.0,admin_corp,,192.168.1.8,3043.0,443.0,"Inbound email flagged as spear phishing, potentially delivering QakBot.",
2025-10-20 03:19:12,SIEM,6215.0,user_a,192.168.1.2,192.168.1.5,,3389.0,Suspicious activity: Lazarus Group executed TrickBot malware. File hash is 269141914fb82dca.,File_Write
2025-10-20 04:09:05,Proxy,,,192.168.1.4,,31474.0,80.0,,Network_Conn
2025-10-20 02:29:30,,,,,,10707.0,443.0,,Email_Blocked
2025-10-20 00:49:51,Proxy,,admin_corp,,192.168.1.4,63009.0,80.0,Suspicious activity: FIN7 executed Clop malware. File hash is fa29587b6b3e39be.,
2025-10-20 04:09:20,,,,,,,22.0,,
,SIEM,4439.0,guest_ext,,192.168.1.9,64317.0,3389.0,,
2025-10-20 04:09:30,,4899.0,,203.0.113.1,,,80.0,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:49:55,EDR,9259.0,,192.168.1.2,,,,,Vulnerability_Scan
2025-10-20 00:49:56,,1059.0,,192.168.1.10,,15124.0,22.0,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 00:49:57,Firewall,,admin_corp,,203.0.113.5,58916.0,443.0,,Auth_Fail
2025-10-20 00:49:58,SIEM,,svc_account,192.168.1.4,,,,,Network_Conn
,,,svc_account,203.0.113.1,,17015.0,,"Inbound email flagged as spear phishing, potentially delivering Emotet.",
,EDR,,user_a,,203.0.113.2,,,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 443f368aaddd9f33.,File_Write
2025-10-20 03:20:04,,,svc_account,,203.0.113.1,,,,Email_Blocked
2025-10-20 03:20:08,EDR,2855.0,user_a,,,62344.0,,Suspicious activity: Lazarus Group executed QakBot malware. File hash is e08e04b8720fd14f.,File_Write
,SIEM,7330.0,,,1.1.1.1,,443.0,,Email_Blocked
,SIEM,6742.0,,,192.168.1.7,34684.0,,User guest_ext authenticated successfully via service 8027.,Auth_Fail
2025-10-20 04:10:25,EDR,,,,,57093.0,21.0,,
,EDR,1989.0,,,,,21.0,,
,,,svc_account,203.0.113.5,192.168.1.10,,3389.0,Suspicious activity: FIN7 executed QakBot malware. File hash is 4ed375552730ae1c.,
2025-10-20 04:10:40,EDR,7445.0,admin_corp,192.168.1.5,,,,,File_Write
,Proxy,,admin_corp,203.0.113.4,,,,,
,EDR,,admin_corp,,203.0.113.5,,,,File_Write
,,,,,,37081.0,3389.0,,Network_Conn
2025-10-20 00:50:12,SIEM,8427.0,,192.168.1.4,192.168.1.5,,,"Inbound email flagged as spear phishing, potentially delivering QakBot.",
,,,,,,,,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is 6d8a06033fcd4940.,File_Write
,,,,,192.168.1.6,43871.0,443.0,User user_a authenticated successfully via service 8002.,Auth_Fail
,,,,192.168.1.3,,,,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 03:21:04,Firewall,,admin_corp,,203.0.113.4,34708.0,,,
2025-10-20 03:21:08,,,user_a,192.168.1.7,203.0.113.4,,80.0,User admin_corp authenticated successfully via service 8853.,Auth_Fail
2025-10-20 03:21:12,Proxy,,admin_corp,192.168.1.9,203.0.113.3,,,,Email_Blocked
2025-10-20 02:30:57,,,admin_corp,,,23073.0,21.0,,
,EDR,7466.0,,192.168.1.2,,,21.0,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is fca6fc59b0ef4284.,
2025-10-20 02:31:03,,5915.0,user_a,203.0.113.5,,29255.0,,Suspicious activity: Lazarus Group executed LockBit malware. File hash is bd43f3294a5647d0.,
2025-10-20 01:40:44,,1427.0,user_a,,,33332.0,,,Auth_Fail
2025-10-20 01:40:46,,6727.0,guest_ext,,,,21.0,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
,,4361.0,user_a,192.168.1.8,,,3389.0,,File_Write
2025-10-20 00:50:25,,,svc_account,,192.168.1.1,35076.0,,,
,SIEM,6440.0,admin_corp,192.168.1.3,,,80.0,,
,Firewall,2700.0,,203.0.113.4,192.168.1.6,49018.0,443.0,User admin_corp authenticated successfully via service 8681.,Network_Conn
,,,guest_ext,192.168.1.7,,,3389.0,,
,,4277.0,,,,30799.0,80.0,,
,,7640.0,,192.168.1.5,203.0.113.4,,22.0,,
2025-10-20 02:31:33,,2238.0,,,,42601.0,3389.0,,
2025-10-20 00:50:32,,1795.0,,,,23689.0,3389.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 03:22:12,Proxy,3139.0,svc_account,,,,,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 02:31:42,Proxy,,svc_account,,,46090.0,443.0,User svc_account authenticated successfully via service 8099.,Auth_Fail
2025-10-20 03:22:20,EDR,3732.0,guest_ext,,192.168.1.8,,,User admin_corp authenticated successfully via service 8085.,Network_Conn
2025-10-20 03:22:24,,3391.0,,,,,22.0,,Vulnerability_Scan
2025-10-20 02:31:51,Proxy,,user_a,203.0.113.3,,1220.0,,User user_a authenticated successfully via service 8868.,
,,3635.0,user_a,,,,,User user_a authenticated successfully via service 8639.,
,,1685.0,,,,,80.0,,Network_Conn
2025-10-20 01:41:20,Proxy,7045.0,admin_corp,,192.168.1.4,,80.0,,File_Write
2025-10-20 04:13:25,,,guest_ext,192.168.1.5,1.1.1.1,23497.0,21.0,User admin_corp authenticated successfully via service 8359.,Auth_Fail
2025-10-20 00:50:42,,8843.0,,,,19363.0,,User svc_account authenticated successfully via service 8766.,
2025-10-20 01:41:26,,4883.0,svc_account,,192.168.1.4,,,,Network_Conn
,SIEM,6899.0,,,203.0.113.4,20417.0,3389.0,User user_a authenticated successfully via service 8591.,
,Firewall,,,203.0.113.3,192.168.1.2,31793.0,,,
2025-10-20 00:50:46,,9032.0,,192.168.1.5,,21867.0,,,
2025-10-20 00:50:47,Firewall,,,192.168.1.9,192.168.1.9,52947.0,,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
,SIEM,,admin_corp,,,,21.0,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
,SIEM,,user_a,,,23330.0,3389.0,"Inbound email flagged as spear phishing, potentially delivering LockBit.",
,,7803.0,guest_ext,,,,21.0,,
,SIEM,,,,192.168.1.10,,,,
,Firewall,1937.0,,,203.0.113.5,,3389.0,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is f54a83510916ec8e.,
2025-10-20 04:14:25,,,admin_corp,,192.168.1.9,5510.0,,,Vulnerability_Scan
,SIEM,7392.0,,,192.168.1.3,62574.0,3389.0,,Email_Blocked
2025-10-20 03:23:40,,5436.0,,,203.0.113.1,,,,Email_Blocked
2025-10-20 01:41:52,,,,,192.168.1.7,23198.0,80.0,,File_Write
2025-10-20 04:14:45,,5129.0,guest_ext,192.168.1.1,203.0.113.4,,,,
2025-10-20 03:23:52,SIEM,5771.0,,,,,22.0,User admin_corp authenticated successfully via service 8641.,Network_Conn
,,7390.0,,,203.0.113.2,,,,Network_Conn
2025-10-20 02:33:00,,,,192.168.1.2,192.168.1.2,54685.0,,,
2025-10-20 04:15:05,,6926.0,,192.168.1.5,192.168.1.2,,80.0,User admin_corp authenticated successfully via service 8424.,
2025-10-20 02:33:06,,8699.0,,192.168.1.6,192.168.1.10,,,,
2025-10-20 03:24:12,SIEM,5982.0,user_a,203.0.113.2,192.168.1.8,22059.0,3389.0,,Auth_Fail
,,,guest_ext,,203.0.113.1,59789.0,22.0,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
,,,admin_corp,,,,22.0,,Email_Blocked
,,,,,192.168.1.6,22164.0,,,
,EDR,,,192.168.1.5,,63033.0,80.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,Vulnerability_Scan
,,,,192.168.1.1,,13500.0,443.0,,Email_Blocked
,Firewall,,,,192.168.1.9,,21.0,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by APT29 source.,
2025-10-20 00:51:10,,5649.0,svc_account,192.168.1.6,192.168.1.7,,3389.0,,
2025-10-20 04:15:55,,,user_a,,1.1.1.1,,22.0,Suspicious activity: Lazarus Group executed Clop malware. File hash is d1c6bdab5f37c947.,
2025-10-20 03:24:48,SIEM,,svc_account,,203.0.113.3,31175.0,80.0,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
,Firewall,,,,,19143.0,,User svc_account authenticated successfully via service 8995.,Auth_Fail
2025-10-20 01:42:28,,9470.0,,203.0.113.3,,3335.0,,User svc_account authenticated successfully via service 8381.,
,Firewall,,guest_ext,192.168.1.7,203.0.113.1,1456.0,,,
,,,admin_corp,203.0.113.5,203.0.113.4,,21.0,,
,Proxy,8099.0,svc_account,192.168.1.6,,46977.0,,,Vulnerability_Scan
,EDR,7661.0,user_a,192.168.1.8,,,22.0,,
,,4982.0,user_a,,192.168.1.6,1724.0,80.0,,File_Write
2025-10-20 03:25:20,,,,203.0.113.1,192.168.1.4,,,,Vulnerability_Scan
2025-10-20 04:16:45,SIEM,9786.0,admin_corp,,,,,,
2025-10-20 01:42:44,SIEM,,,,1.1.1.1,,,,Network_Conn
2025-10-20 02:34:09,SIEM,,,,,,22.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,
,EDR,1134.0,svc_account,,192.168.1.8,53407.0,,"Inbound email flagged as spear phishing, potentially delivering QakBot.",
2025-10-20 00:51:25,,1589.0,user_a,192.168.1.3,,56726.0,80.0,,
2025-10-20 01:42:52,Proxy,6693.0,guest_ext,,1.1.1.1,,,,
,,9621.0,,,,,443.0,,Network_Conn
,,2965.0,guest_ext,192.168.1.2,192.168.1.8,38284.0,443.0,,File_Write
,EDR,,,203.0.113.5,,,80.0,,Email_Blocked
,,7469.0,user_a,192.168.1.7,,,22.0,,
2025-10-20 03:26:04,,8179.0,,,,,22.0,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 02:34:36,,,admin_corp,192.168.1.1,,65366.0,,,
2025-10-20 03:26:12,Proxy,,,192.168.1.4,203.0.113.2,30743.0,443.0,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 04:17:50,Firewall,,admin_corp,203.0.113.3,192.168.1.1,13081.0,443.0,User guest_ext authenticated successfully via service 8139.,
2025-10-20 01:43:10,Proxy,6975.0,,192.168.1.8,,56940.0,,,
,SIEM,8853.0,user_a,192.168.1.5,192.168.1.9,54581.0,21.0,,
,,2292.0,user_a,,,,3389.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",
,SIEM,,,,192.168.1.10,,,User user_a authenticated successfully via service 8622.,
,SIEM,,guest_ext,,192.168.1.6,39067.0,80.0,User admin_corp authenticated successfully via service 8680.,
2025-10-20 01:43:20,Firewall,,,,192.168.1.1,,3389.0,,
2025-10-20 00:51:41,SIEM,,user_a,192.168.1.3,,4987.0,21.0,Suspicious activity: APT29 executed TrickBot malware. File hash is 7e40a06a001d652e.,
,,,user_a,203.0.113.1,192.168.1.7,,,Suspicious activity: APT29 executed TrickBot malware. File hash is 8ebb359182cdfd25.,
2025-10-20 03:26:52,,4009.0,,,203.0.113.5,40834.0,,,
,Proxy,,admin_corp,192.168.1.3,,,443.0,,Network_Conn
,,,,192.168.1.8,,,443.0,,
,EDR,,svc_account,,1.1.1.1,14358.0,443.0,Suspicious activity: Mustang Panda executed LockBit malware. File hash is b64a4e6107bf3f8b.,File_Write
,,,,,192.168.1.5,4534.0,21.0,User svc_account authenticated successfully via service 8584.,
,Firewall,,svc_account,203.0.113.1,192.168.1.7,24572.0,,,
,SIEM,,admin_corp,,192.168.1.1,34360.0,22.0,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
,Proxy,7133.0,guest_ext,192.168.1.2,,34479.0,,,
,,,,192.168.1.4,,,21.0,,Auth_Fail
,,9832.0,user_a,,,,443.0,,
,,,,,,39178.0,21.0,,
,Proxy,7966.0,admin_corp,192.168.1.3,,,,,Network_Conn
2025-10-20 03:27:40,,4026.0,,,,,21.0,,Network_Conn
2025-10-20 01:43:52,SIEM,,svc_account,203.0.113.2,192.168.1.6,,,,File_Write
2025-10-20 00:51:57,Proxy,,user_a,203.0.113.2,192.168.1.5,,80.0,Suspicious activity: FIN7 executed LockBit malware. File hash is b89101a1ddbb1d72.,
,,1523.0,,192.168.1.5,192.168.1.7,,21.0,,Network_Conn
2025-10-20 00:51:59,,,,203.0.113.1,,8334.0,21.0,User admin_corp authenticated successfully via service 8718.,Network_Conn
2025-10-20 02:36:00,,6088.0,admin_corp,,,,443.0,,Email_Blocked
,,,,,,53500.0,3389.0,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by APT29 source.,
2025-10-20 00:52:02,,8983.0,user_a,,192.168.1.8,37770.0,,User user_a authenticated successfully via service 8021.,
2025-10-20 01:44:06,,8571.0,,203.0.113.3,,,,,
,,9716.0,,,192.168.1.10,,21.0,,Network_Conn
2025-10-20 02:36:15,,,,,,,,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:52:06,,,guest_ext,192.168.1.9,,,,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
,EDR,1339.0,,,,,,User admin_corp authenticated successfully via service 8978.,
,SIEM,4453.0,admin_corp,203.0.113.3,,37248.0,3389.0,User admin_corp authenticated successfully via service 8277.,
,Firewall,5972.0,admin_corp,,192.168.1.7,44156.0,80.0,,Auth_Fail
,Proxy,,user_a,192.168.1.6,1.1.1.1,,3389.0,User guest_ext authenticated successfully via service 8389.,Auth_Fail
,EDR,5378.0,user_a,192.168.1.5,,,,User svc_account authenticated successfully via service 8846.,
2025-10-20 00:52:12,SIEM,3876.0,admin_corp,,203.0.113.1,37773.0,,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,
2025-10-20 04:21:05,,6221.0,,192.168.1.8,,32579.0,80.0,,Vulnerability_Scan
,,,,,192.168.1.3,,21.0,User user_a authenticated successfully via service 8343.,Network_Conn
,Proxy,,,192.168.1.6,1.1.1.1,39882.0,443.0,Suspicious activity: APT29 executed LockBit malware. File hash is 8aecfc66321bf91e.,File_Write
2025-10-20 03:29:04,EDR,2807.0,,192.168.1.2,1.1.1.1,,,,
,Proxy,6691.0,guest_ext,,203.0.113.5,32997.0,80.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
,Proxy,3494.0,,192.168.1.3,203.0.113.3,,,,
,EDR,,svc_account,192.168.1.6,,,,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
,SIEM,,,,,39792.0,,,
2025-10-20 04:21:45,SIEM,,,203.0.113.2,,,,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 04:21:50,,5069.0,,203.0.113.4,,60859.0,22.0,,
2025-10-20 01:44:46,SIEM,7190.0,,203.0.113.1,,61826.0,22.0,"Inbound email flagged as spear phishing, potentially delivering Clop.",
,SIEM,,,,,,,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 02:37:15,Proxy,6911.0,,192.168.1.6,203.0.113.4,26709.0,21.0,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,
2025-10-20 02:37:18,,,guest_ext,,,1218.0,21.0,"Inbound email flagged as spear phishing, potentially delivering QakBot.",
2025-10-20 04:22:15,,,,,,16235.0,443.0,User admin_corp authenticated successfully via service 8270.,Network_Conn
,Proxy,9862.0,guest_ext,,,,3389.0,,
2025-10-20 04:22:25,,,,,203.0.113.2,9165.0,,Suspicious activity: FIN7 executed QakBot malware. File hash is 5b6595a007eac67e.,File_Write
2025-10-20 04:22:30,,,admin_corp,203.0.113.4,192.168.1.3,,80.0,,Email_Blocked
,SIEM,,,,,33925.0,80.0,,Vulnerability_Scan
2025-10-20 03:30:08,SIEM,9844.0,user_a,,,36733.0,,User svc_account authenticated successfully via service 8224.,
2025-10-20 03:30:12,,,,203.0.113.5,,4514.0,22.0,Suspicious activity: APT29 executed QakBot malware. File hash is e4629d1c3883af33.,File_Write
2025-10-20 02:37:42,EDR,5225.0,guest_ext,,,43791.0,80.0,,
2025-10-20 02:37:45,Proxy,4543.0,,192.168.1.8,,,3389.0,,Email_Blocked
,EDR,,,,,15588.0,3389.0,User svc_account authenticated successfully via service 8163.,Network_Conn
2025-10-20 02:37:51,Firewall,3372.0,,,,29247.0,,,Vulnerability_Scan
2025-10-20 03:30:32,EDR,2080.0,,,,,3389.0,,Email_Blocked
2025-10-20 04:23:15,,7217.0,guest_ext,203.0.113.2,,,,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,
2025-10-20 02:38:00,SIEM,6746.0,,192.168.1.1,192.168.1.2,,,User admin_corp authenticated successfully via service 8924.,
2025-10-20 00:52:41,,3722.0,,203.0.113.1,,1977.0,443.0,Suspicious activity: FIN7 executed LockBit malware. File hash is 12ba4c6035c302d8.,File_Write
,,2234.0,guest_ext,192.168.1.7,,,,User admin_corp authenticated successfully via service 8431.,Auth_Fail
2025-10-20 01:45:26,SIEM,,guest_ext,203.0.113.2,,64607.0,3389.0,,File_Write
,,,guest_ext,,192.168.1.1,,22.0,User guest_ext authenticated successfully via service 8678.,Network_Conn
2025-10-20 04:23:45,,7522.0,,203.0.113.4,203.0.113.1,12726.0,3389.0,,Network_Conn
2025-10-20 02:38:18,SIEM,9137.0,guest_ext,192.168.1.2,,,22.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,
2025-10-20 00:52:47,,,,192.168.1.2,,8209.0,,User admin_corp authenticated successfully via service 8539.,Auth_Fail
,Firewall,,,,1.1.1.1,,,,File_Write
2025-10-20 00:52:49,,,user_a,,,,,,Auth_Fail
,Firewall,,,192.168.1.7,,46387.0,,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
,Firewall,,user_a,192.168.1.1,192.168.1.10,,,,
2025-10-20 02:38:36,,,guest_ext,,,,,,Auth_Fail
,SIEM,7214.0,user_a,,203.0.113.2,,3389.0,User admin_corp authenticated successfully via service 8288.,
,,2460.0,guest_ext,,192.168.1.5,37639.0,,,
,SIEM,,,192.168.1.5,,59453.0,21.0,,Network_Conn
,Firewall,9176.0,,203.0.113.1,192.168.1.10,55764.0,80.0,,Network_Conn
,,,user_a,,192.168.1.5,,21.0,User admin_corp authenticated successfully via service 8857.,Auth_Fail
2025-10-20 00:52:58,Firewall,1525.0,,,192.168.1.3,64188.0,22.0,,Email_Blocked
,,1257.0,admin_corp,,,21753.0,80.0,,
,,,,,203.0.113.3,,22.0,User svc_account authenticated successfully via service 8179.,Network_Conn
2025-10-20 02:39:03,SIEM,,,,,29581.0,3389.0,,
2025-10-20 04:25:10,Firewall,7869.0,guest_ext,,,63297.0,,,
,EDR,,,,,55478.0,,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 03:32:16,,,,,,15359.0,,,
2025-10-20 01:46:10,,,admin_corp,192.168.1.10,,20080.0,,,
,,9203.0,svc_account,203.0.113.1,203.0.113.5,,22.0,,Vulnerability_Scan
2025-10-20 01:46:14,,,guest_ext,203.0.113.3,,,21.0,Suspicious activity: Mustang Panda executed Emotet malware. File hash is 79a46035cb8b7e1a.,
2025-10-20 04:25:40,SIEM,7307.0,,,203.0.113.4,16199.0,,User user_a authenticated successfully via service 8815.,Auth_Fail
2025-10-20 01:46:18,EDR,,user_a,,192.168.1.10,,3389.0,,File_Write
2025-10-20 03:32:40,,7586.0,,192.168.1.2,192.168.1.7,6115.0,21.0,,
,Proxy,2331.0,,,,,3389.0,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,
2025-10-20 01:46:24,,,guest_ext,192.168.1.1,1.1.1.1,57473.0,,,Auth_Fail
2025-10-20 02:39:39,,,user_a,192.168.1.7,192.168.1.8,,22.0,,
2025-10-20 01:46:28,SIEM,2965.0,,,192.168.1.9,,,,
2025-10-20 04:26:15,Firewall,,,,192.168.1.2,,3389.0,,
,,5716.0,,192.168.1.10,,58608.0,,,Network_Conn
2025-10-20 02:39:51,,,,192.168.1.3,,,,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is b169a92ec06131c9.,
2025-10-20 00:53:18,,3632.0,,192.168.1.6,1.1.1.1,,,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:53:19,EDR,4476.0,,,,17250.0,,Suspicious activity: Lazarus Group executed Clop malware. File hash is 844f53d6f001ec9c.,File_Write
2025-10-20 03:33:20,,,guest_ext,192.168.1.6,192.168.1.6,4800.0,80.0,User guest_ext authenticated successfully via service 8398.,
2025-10-20 01:46:42,Proxy,2146.0,svc_account,,,31078.0,21.0,,
,,,guest_ext,203.0.113.3,1.1.1.1,38918.0,3389.0,,Auth_Fail
,Firewall,,,192.168.1.1,192.168.1.3,,,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
,,,svc_account,,192.168.1.8,14968.0,3389.0,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 01:46:50,,,,,,22401.0,,,Vulnerability_Scan
,SIEM,4845.0,,192.168.1.9,192.168.1.6,19330.0,80.0,,Auth_Fail
2025-10-20 02:40:21,,,svc_account,203.0.113.1,192.168.1.4,,,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,
