Time_UTC,Host_Name,EID,UID,Source_IP,Dest_IP,Dest_Port,Message,Event_Type
2025-10-20 00:59:38,Proxy,6624,user_a,192.168.1.9,192.168.1.2,22,User user_a authenticated successfully via service 8879.,Network_Conn
2025-10-20 01:29:30,EDR,2390,user_a,192.168.1.3,203.0.113.3,3389,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 02:29:15,Proxy,7975,admin_corp,192.168.1.10,192.168.1.3,22,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:29:20,Firewall,9439,svc_account,192.168.1.10,192.168.1.5,22,Suspicious activity: Mustang Panda executed Emotet malware. File hash is bda04c9478d025eb.,File_Write
2025-10-20 00:59:46,Proxy,5990,svc_account,192.168.1.9,192.168.1.2,3389,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 00:59:48,SIEM,1741,user_a,192.168.1.4,192.168.1.9,80,User admin_corp authenticated successfully via service 8550.,Auth_Fail
2025-10-20 02:29:35,SIEM,3910,svc_account,192.168.1.7,192.168.1.3,80,Suspicious activity: APT29 executed Clop malware. File hash is 731df922aded78a1.,File_Write
2025-10-20 01:29:48,Firewall,6793,admin_corp,203.0.113.4,192.168.1.6,3389,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 01:59:48,Proxy,1448,svc_account,203.0.113.2,192.168.1.2,22,User guest_ext authenticated successfully via service 8708.,Network_Conn
2025-10-20 00:59:56,SIEM,9021,svc_account,192.168.1.6,192.168.1.1,80,User user_a authenticated successfully via service 8086.,Auth_Fail
2025-10-20 02:29:55,Firewall,1696,guest_ext,192.168.1.4,192.168.1.9,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 00:30:00,SIEM,4003,admin_corp,192.168.1.7,192.168.1.10,21,Suspicious activity: APT29 executed LockBit malware. File hash is b020402bc5520e3b.,File_Write
2025-10-20 01:00:02,Proxy,4463,guest_ext,203.0.113.1,192.168.1.2,80,User user_a authenticated successfully via service 8650.,Network_Conn
2025-10-20 01:30:06,SIEM,3707,guest_ext,203.0.113.4,192.168.1.2,3389,User guest_ext authenticated successfully via service 8466.,Network_Conn
2025-10-20 02:30:15,EDR,6088,user_a,192.168.1.7,203.0.113.2,21,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 6155b2ac717444a9.,File_Write
2025-10-20 00:30:04,SIEM,1270,user_a,192.168.1.9,192.168.1.1,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:00:10,Proxy,1720,guest_ext,203.0.113.3,192.168.1.7,3389,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:30:30,Firewall,6757,admin_corp,203.0.113.4,192.168.1.8,21,Suspicious activity: APT29 executed QakBot malware. File hash is 9c32ee624ae34800.,File_Write
2025-10-20 02:00:28,Proxy,6682,guest_ext,192.168.1.8,192.168.1.9,21,User admin_corp authenticated successfully via service 8925.,Auth_Fail
2025-10-20 02:30:40,EDR,2790,guest_ext,192.168.1.3,203.0.113.3,22,User guest_ext authenticated successfully via service 8563.,Network_Conn
2025-10-20 02:30:45,Proxy,9383,user_a,203.0.113.5,192.168.1.8,22,User guest_ext authenticated successfully via service 8404.,Auth_Fail
2025-10-20 00:30:10,Proxy,2766,admin_corp,203.0.113.2,192.168.1.3,3389,User admin_corp authenticated successfully via service 8514.,Network_Conn
2025-10-20 02:00:44,SIEM,9004,user_a,192.168.1.3,203.0.113.3,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 02:31:00,Firewall,2538,svc_account,203.0.113.2,203.0.113.3,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 02:00:52,EDR,4739,admin_corp,192.168.1.10,203.0.113.1,22,User guest_ext authenticated successfully via service 8384.,Network_Conn
2025-10-20 01:30:42,Firewall,5307,guest_ext,203.0.113.5,203.0.113.1,3389,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 01:00:30,SIEM,6310,user_a,192.168.1.7,1.1.1.1,443,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 663a371e24b9ba69.,File_Write
2025-10-20 01:30:48,EDR,2995,user_a,192.168.1.9,192.168.1.6,3389,User admin_corp authenticated successfully via service 8158.,Network_Conn
2025-10-20 00:30:17,Proxy,1943,guest_ext,192.168.1.5,203.0.113.3,3389,User svc_account authenticated successfully via service 8963.,Network_Conn
2025-10-20 01:30:54,EDR,9430,user_a,192.168.1.1,203.0.113.1,22,User user_a authenticated successfully via service 8749.,Auth_Fail
2025-10-20 02:01:16,Proxy,1747,user_a,192.168.1.7,192.168.1.8,21,Suspicious activity: APT29 executed TrickBot malware. File hash is aebe296f625b4745.,File_Write
2025-10-20 00:30:20,Firewall,9831,admin_corp,192.168.1.7,192.168.1.10,80,User svc_account authenticated successfully via service 8078.,Network_Conn
2025-10-20 02:31:45,Firewall,4692,admin_corp,192.168.1.8,192.168.1.3,80,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 02:01:28,Proxy,1692,svc_account,192.168.1.8,1.1.1.1,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 01:31:09,EDR,7871,guest_ext,203.0.113.2,192.168.1.10,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 02:32:00,SIEM,7073,admin_corp,203.0.113.4,192.168.1.6,21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 00:30:25,Firewall,2157,svc_account,192.168.1.8,203.0.113.3,3389,User admin_corp authenticated successfully via service 8851.,Network_Conn
2025-10-20 00:30:26,Proxy,6104,guest_ext,203.0.113.5,192.168.1.8,22,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 4a32dd128dda733d.,File_Write
2025-10-20 01:31:21,EDR,6202,admin_corp,192.168.1.9,192.168.1.3,3389,Suspicious activity: APT29 executed Emotet malware. File hash is 42cb776e8fef492e.,File_Write
2025-10-20 00:30:28,SIEM,3603,guest_ext,203.0.113.2,192.168.1.1,80,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 02:01:56,EDR,6876,svc_account,192.168.1.9,1.1.1.1,22,User svc_account authenticated successfully via service 8855.,Auth_Fail
2025-10-20 02:02:00,Firewall,8995,svc_account,192.168.1.4,192.168.1.4,22,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 01:31:33,Proxy,3025,guest_ext,203.0.113.5,192.168.1.3,80,User svc_account authenticated successfully via service 8089.,Auth_Fail
2025-10-20 01:01:04,Proxy,6836,svc_account,192.168.1.7,192.168.1.1,3389,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:02:12,Proxy,1174,admin_corp,203.0.113.2,192.168.1.6,443,User svc_account authenticated successfully via service 8210.,Network_Conn
2025-10-20 02:32:50,Firewall,6652,admin_corp,192.168.1.9,192.168.1.5,21,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 254e99094feeb4b5.,File_Write
2025-10-20 02:02:20,SIEM,6645,guest_ext,192.168.1.4,1.1.1.1,22,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 00:30:36,Firewall,6309,user_a,203.0.113.1,192.168.1.4,80,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 02:33:05,Proxy,5391,admin_corp,203.0.113.2,203.0.113.5,443,User guest_ext authenticated successfully via service 8075.,Network_Conn
2025-10-20 02:02:32,SIEM,9606,guest_ext,203.0.113.4,192.168.1.5,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 02:02:36,EDR,2820,guest_ext,192.168.1.8,1.1.1.1,443,User user_a authenticated successfully via service 8511.,Auth_Fail
2025-10-20 02:02:40,SIEM,4475,admin_corp,192.168.1.2,203.0.113.5,21,Suspicious activity: APT29 executed LockBit malware. File hash is 7459b6196bfce666.,File_Write
2025-10-20 02:02:44,SIEM,4786,user_a,192.168.1.2,203.0.113.5,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 00:30:42,Firewall,4951,user_a,192.168.1.5,203.0.113.1,22,User guest_ext authenticated successfully via service 8825.,Auth_Fail
2025-10-20 02:02:52,SIEM,8798,admin_corp,203.0.113.4,203.0.113.5,80,Suspicious activity: APT29 executed QakBot malware. File hash is 814aa08431e754cc.,File_Write
2025-10-20 00:30:44,Firewall,7415,guest_ext,192.168.1.8,192.168.1.7,443,User guest_ext authenticated successfully via service 8485.,Auth_Fail
2025-10-20 00:30:45,SIEM,8311,admin_corp,192.168.1.2,1.1.1.1,21,User user_a authenticated successfully via service 8769.,Network_Conn
2025-10-20 01:32:18,EDR,1516,user_a,192.168.1.7,192.168.1.7,22,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 01:32:21,Proxy,2050,guest_ext,192.168.1.5,192.168.1.8,21,User user_a authenticated successfully via service 8538.,Network_Conn
2025-10-20 02:34:00,Firewall,6601,svc_account,192.168.1.3,192.168.1.8,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 00:30:49,SIEM,5094,guest_ext,203.0.113.2,203.0.113.3,80,User guest_ext authenticated successfully via service 8897.,Auth_Fail
2025-10-20 01:01:40,Firewall,2404,user_a,203.0.113.4,1.1.1.1,80,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 01:01:42,SIEM,8416,svc_account,192.168.1.10,192.168.1.4,443,Suspicious activity: APT29 executed QakBot malware. File hash is 674ce95ff3ac7b24.,File_Write
2025-10-20 00:30:52,EDR,1597,user_a,192.168.1.4,1.1.1.1,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:34:25,SIEM,2471,admin_corp,192.168.1.6,192.168.1.7,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 02:03:36,EDR,6845,svc_account,203.0.113.2,192.168.1.10,21,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 02:03:40,Proxy,5309,admin_corp,192.168.1.9,203.0.113.1,443,Suspicious activity: Lazarus Group executed TrickBot malware. File hash is 0586d6baaa55ccc9.,File_Write
2025-10-20 01:32:48,Firewall,3546,admin_corp,203.0.113.3,192.168.1.7,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:32:51,Firewall,5867,admin_corp,192.168.1.7,192.168.1.2,22,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 01:01:56,Proxy,6077,user_a,203.0.113.1,192.168.1.6,21,User user_a authenticated successfully via service 8599.,Network_Conn
2025-10-20 01:32:57,Proxy,1602,guest_ext,203.0.113.3,192.168.1.6,22,User svc_account authenticated successfully via service 8068.,Network_Conn
2025-10-20 02:35:00,SIEM,2386,guest_ext,203.0.113.3,203.0.113.3,22,Suspicious activity: FIN7 executed TrickBot malware. File hash is 092e22a9d15f4125.,File_Write
2025-10-20 02:35:05,Firewall,5055,admin_corp,192.168.1.3,1.1.1.1,3389,User user_a authenticated successfully via service 8509.,Auth_Fail
2025-10-20 02:04:08,SIEM,4929,svc_account,192.168.1.10,192.168.1.10,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 01:33:09,Proxy,2146,admin_corp,192.168.1.8,192.168.1.7,21,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 00:31:04,EDR,9088,admin_corp,192.168.1.3,192.168.1.2,22,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 01:02:10,Proxy,9702,svc_account,192.168.1.4,192.168.1.5,22,User user_a authenticated successfully via service 8213.,Network_Conn
2025-10-20 01:02:12,SIEM,6396,guest_ext,192.168.1.5,192.168.1.4,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 02:35:35,SIEM,2332,svc_account,192.168.1.7,192.168.1.6,443,User svc_account authenticated successfully via service 8157.,Auth_Fail
2025-10-20 01:02:16,Proxy,8231,svc_account,192.168.1.1,192.168.1.4,21,Suspicious activity: Lazarus Group executed Clop malware. File hash is d8663f604bc27690.,File_Write
2025-10-20 00:31:09,EDR,3685,user_a,203.0.113.1,192.168.1.5,3389,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:33:30,EDR,8405,guest_ext,203.0.113.1,192.168.1.4,443,Suspicious activity: FIN7 executed Emotet malware. File hash is 65f93f3df110b6b6.,File_Write
2025-10-20 01:33:33,SIEM,5187,svc_account,203.0.113.1,192.168.1.3,80,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 01:02:24,Firewall,8178,user_a,192.168.1.5,192.168.1.1,22,User admin_corp authenticated successfully via service 8928.,Auth_Fail
2025-10-20 00:31:13,Proxy,5392,admin_corp,192.168.1.4,192.168.1.10,21,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:36:10,Proxy,6013,guest_ext,192.168.1.5,203.0.113.5,21,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 01:02:30,Firewall,1526,guest_ext,192.168.1.7,203.0.113.1,443,User svc_account authenticated successfully via service 8083.,Network_Conn
2025-10-20 02:36:20,Proxy,1804,admin_corp,192.168.1.4,1.1.1.1,80,User user_a authenticated successfully via service 8066.,Network_Conn
2025-10-20 00:31:17,EDR,4208,svc_account,192.168.1.3,192.168.1.7,80,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 6389ce3a0b2c7e2e.,File_Write
2025-10-20 00:31:18,Firewall,1335,guest_ext,192.168.1.5,203.0.113.3,21,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is e9fea538691464d8.,File_Write
2025-10-20 02:36:35,Proxy,9842,svc_account,192.168.1.8,1.1.1.1,21,User guest_ext authenticated successfully via service 8207.,Auth_Fail
2025-10-20 01:34:00,SIEM,6075,guest_ext,192.168.1.2,192.168.1.2,3389,User user_a authenticated successfully via service 8817.,Network_Conn
2025-10-20 00:31:21,Firewall,8443,svc_account,192.168.1.7,192.168.1.9,21,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 02:36:50,Firewall,8479,svc_account,203.0.113.2,203.0.113.3,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:36:55,EDR,8840,svc_account,192.168.1.5,203.0.113.3,21,User svc_account authenticated successfully via service 8623.,Auth_Fail
2025-10-20 00:31:24,Proxy,3616,guest_ext,192.168.1.7,203.0.113.4,21,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 00:31:25,SIEM,3584,svc_account,192.168.1.4,203.0.113.1,80,User admin_corp authenticated successfully via service 8901.,Auth_Fail
2025-10-20 01:34:18,Proxy,1720,guest_ext,192.168.1.6,203.0.113.3,80,User admin_corp authenticated successfully via service 8797.,Auth_Fail
2025-10-20 02:37:15,EDR,5052,admin_corp,192.168.1.6,192.168.1.5,443,User svc_account authenticated successfully via service 8248.,Auth_Fail
2025-10-20 02:05:52,Proxy,4905,svc_account,203.0.113.4,203.0.113.1,443,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 00:31:29,Proxy,8341,admin_corp,192.168.1.9,203.0.113.5,443,User svc_account authenticated successfully via service 8005.,Network_Conn
2025-10-20 02:37:30,EDR,2615,guest_ext,203.0.113.1,203.0.113.4,443,User guest_ext authenticated successfully via service 8647.,Network_Conn
2025-10-20 00:31:31,EDR,8962,svc_account,192.168.1.7,203.0.113.1,21,User admin_corp authenticated successfully via service 8516.,Auth_Fail
2025-10-20 02:37:40,SIEM,9488,admin_corp,192.168.1.8,1.1.1.1,443,User guest_ext authenticated successfully via service 8839.,Network_Conn
2025-10-20 01:34:39,Firewall,8539,user_a,203.0.113.5,203.0.113.1,3389,User guest_ext authenticated successfully via service 8843.,Network_Conn
2025-10-20 00:31:34,Firewall,2600,user_a,192.168.1.7,1.1.1.1,21,User guest_ext authenticated successfully via service 8824.,Network_Conn
2025-10-20 01:34:45,Firewall,6543,user_a,203.0.113.4,192.168.1.8,80,User admin_corp authenticated successfully via service 8361.,Auth_Fail
2025-10-20 00:31:36,SIEM,6077,user_a,192.168.1.10,192.168.1.4,22,Suspicious activity: FIN7 executed Emotet malware. File hash is da16fab5fcbe9df3.,File_Write
2025-10-20 01:34:51,SIEM,9762,svc_account,192.168.1.6,192.168.1.3,80,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:38:10,SIEM,6012,user_a,203.0.113.5,192.168.1.5,80,User svc_account authenticated successfully via service 8973.,Network_Conn
2025-10-20 02:38:15,Proxy,8464,svc_account,192.168.1.3,1.1.1.1,80,User admin_corp authenticated successfully via service 8473.,Auth_Fail
2025-10-20 02:38:20,EDR,6632,admin_corp,192.168.1.5,1.1.1.1,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 02:06:44,EDR,3052,admin_corp,192.168.1.1,1.1.1.1,443,User svc_account authenticated successfully via service 8678.,Network_Conn
2025-10-20 01:35:06,EDR,7945,svc_account,192.168.1.3,192.168.1.9,22,Suspicious activity: APT29 executed Clop malware. File hash is b05e068754cf43da.,File_Write
2025-10-20 02:38:35,Proxy,8983,guest_ext,203.0.113.4,192.168.1.8,80,User guest_ext authenticated successfully via service 8536.,Network_Conn
2025-10-20 02:38:40,EDR,7094,guest_ext,203.0.113.2,1.1.1.1,22,User user_a authenticated successfully via service 8346.,Auth_Fail
2025-10-20 01:03:30,Firewall,7475,admin_corp,192.168.1.9,203.0.113.4,22,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 02:38:50,Proxy,8660,admin_corp,192.168.1.9,192.168.1.10,443,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 01:03:34,EDR,7435,admin_corp,192.168.1.7,203.0.113.5,80,User guest_ext authenticated successfully via service 8654.,Network_Conn
2025-10-20 00:31:48,Firewall,9873,guest_ext,203.0.113.3,203.0.113.4,80,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:03:38,Firewall,6111,svc_account,192.168.1.5,203.0.113.3,22,User admin_corp authenticated successfully via service 8636.,Network_Conn
2025-10-20 01:03:40,Firewall,5086,admin_corp,203.0.113.5,192.168.1.2,80,User guest_ext authenticated successfully via service 8231.,Auth_Fail
2025-10-20 01:03:42,Firewall,1946,guest_ext,203.0.113.4,203.0.113.3,21,User user_a authenticated successfully via service 8848.,Auth_Fail
2025-10-20 01:03:44,EDR,6507,admin_corp,192.168.1.5,192.168.1.10,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 00:31:53,EDR,2551,user_a,203.0.113.5,203.0.113.3,21,Suspicious activity: Mustang Panda executed Emotet malware. File hash is 903e38c9b1b09858.,File_Write
2025-10-20 01:35:42,EDR,3773,admin_corp,192.168.1.3,192.168.1.3,21,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 01:35:45,SIEM,6271,user_a,203.0.113.3,192.168.1.5,22,User user_a authenticated successfully via service 8488.,Network_Conn
2025-10-20 00:31:56,Proxy,9765,admin_corp,192.168.1.3,1.1.1.1,22,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 01:35:51,Proxy,7451,admin_corp,192.168.1.4,203.0.113.3,21,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 02:39:50,Proxy,1897,admin_corp,192.168.1.3,203.0.113.4,443,User svc_account authenticated successfully via service 8443.,Network_Conn
2025-10-20 01:35:57,SIEM,9152,guest_ext,192.168.1.1,192.168.1.4,21,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 01:36:00,Proxy,5380,svc_account,192.168.1.9,203.0.113.4,80,User user_a authenticated successfully via service 8723.,Network_Conn
2025-10-20 01:04:02,SIEM,8021,guest_ext,203.0.113.3,203.0.113.5,21,User user_a authenticated successfully via service 8286.,Network_Conn
2025-10-20 02:40:10,SIEM,7446,svc_account,203.0.113.4,192.168.1.9,80,Suspicious activity: Lazarus Group executed Clop malware. File hash is 605d42820d50fdb3.,File_Write
2025-10-20 01:04:06,Firewall,5834,admin_corp,192.168.1.10,192.168.1.10,3389,Suspicious activity: Lazarus Group executed Clop malware. File hash is 719eb03a6352395b.,File_Write
2025-10-20 00:32:04,Proxy,7186,svc_account,192.168.1.9,203.0.113.1,3389,User guest_ext authenticated successfully via service 8068.,Network_Conn
2025-10-20 00:32:05,EDR,4981,guest_ext,203.0.113.3,192.168.1.5,80,User admin_corp authenticated successfully via service 8205.,Network_Conn
2025-10-20 02:40:30,SIEM,2655,user_a,203.0.113.3,1.1.1.1,3389,User guest_ext authenticated successfully via service 8165.,Auth_Fail
2025-10-20 01:04:14,EDR,8421,svc_account,192.168.1.5,1.1.1.1,80,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 1a569f362f1bf3b2.,File_Write
2025-10-20 02:08:32,SIEM,3459,user_a,203.0.113.2,203.0.113.1,21,Suspicious activity: Lazarus Group executed Emotet malware. File hash is b561c39d5e1f6516.,File_Write
2025-10-20 01:36:27,Proxy,4019,user_a,192.168.1.8,203.0.113.3,21,User svc_account authenticated successfully via service 8284.,Auth_Fail
2025-10-20 00:32:10,Firewall,6723,guest_ext,192.168.1.2,192.168.1.4,22,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 02:08:44,EDR,3715,admin_corp,192.168.1.1,203.0.113.4,3389,Suspicious activity: APT29 executed QakBot malware. File hash is 9e832fd9c8a07949.,File_Write
2025-10-20 02:08:48,Proxy,2320,svc_account,203.0.113.4,203.0.113.3,3389,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 02:41:05,Firewall,8350,user_a,192.168.1.10,192.168.1.6,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 01:36:42,EDR,7831,user_a,192.168.1.9,192.168.1.1,21,Suspicious activity: WIZARD SPIDER executed LockBit malware. File hash is 95e2baac1124850a.,File_Write
2025-10-20 02:09:00,EDR,4984,admin_corp,192.168.1.1,203.0.113.5,80,Suspicious activity: WIZARD SPIDER executed QakBot malware. File hash is 931b149aee8e553a.,File_Write
2025-10-20 01:04:32,Proxy,7656,admin_corp,192.168.1.5,192.168.1.2,21,User svc_account authenticated successfully via service 8568.,Auth_Fail
2025-10-20 01:36:51,Firewall,6926,guest_ext,192.168.1.7,192.168.1.3,21,User user_a authenticated successfully via service 8008.,Network_Conn
2025-10-20 01:36:54,Proxy,5516,user_a,192.168.1.9,192.168.1.3,3389,Suspicious activity: WIZARD SPIDER executed LockBit malware. File hash is b399b826122a990f.,File_Write
2025-10-20 01:36:57,EDR,3789,user_a,203.0.113.4,203.0.113.3,80,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 02:41:40,SIEM,8548,admin_corp,203.0.113.2,192.168.1.5,21,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 01:04:42,EDR,1787,admin_corp,203.0.113.5,203.0.113.1,80,Suspicious activity: APT29 executed Emotet malware. File hash is 08a0b0a401ef9dba.,File_Write
2025-10-20 01:04:44,EDR,2140,user_a,192.168.1.6,192.168.1.5,3389,User user_a authenticated successfully via service 8011.,Network_Conn
2025-10-20 02:41:55,Firewall,1919,user_a,192.168.1.8,203.0.113.3,22,User admin_corp authenticated successfully via service 8547.,Network_Conn
2025-10-20 01:37:12,Proxy,8108,guest_ext,192.168.1.1,203.0.113.5,21,User admin_corp authenticated successfully via service 8989.,Network_Conn
2025-10-20 02:09:40,EDR,5530,user_a,192.168.1.10,192.168.1.7,80,User svc_account authenticated successfully via service 8157.,Auth_Fail
2025-10-20 02:09:44,SIEM,7456,user_a,203.0.113.4,192.168.1.8,80,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 02:09:48,Firewall,4468,svc_account,192.168.1.2,192.168.1.5,80,Suspicious activity: APT29 executed QakBot malware. File hash is f3d25f3572f81306.,File_Write
2025-10-20 01:04:56,Firewall,2868,svc_account,192.168.1.8,203.0.113.2,21,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:04:58,Firewall,1293,user_a,203.0.113.5,203.0.113.1,3389,User user_a authenticated successfully via service 8141.,Auth_Fail
2025-10-20 00:32:30,EDR,1587,admin_corp,192.168.1.4,192.168.1.10,3389,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 01:37:33,SIEM,8335,admin_corp,192.168.1.6,192.168.1.9,443,Suspicious activity: APT29 executed QakBot malware. File hash is 6a6127abc435a412.,File_Write
2025-10-20 01:05:04,Firewall,9406,svc_account,203.0.113.4,203.0.113.4,22,Suspicious activity: Mustang Panda executed Clop malware. File hash is 0b834a5d49f1c244.,File_Write
2025-10-20 00:32:33,Firewall,9011,admin_corp,203.0.113.5,192.168.1.6,80,Suspicious activity: Lazarus Group executed QakBot malware. File hash is a4868f23ee9e3633.,File_Write
2025-10-20 02:10:16,SIEM,4204,guest_ext,192.168.1.3,1.1.1.1,21,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 02:10:20,Firewall,9992,user_a,192.168.1.8,203.0.113.4,3389,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 00:32:36,Firewall,3622,guest_ext,192.168.1.7,192.168.1.10,443,User admin_corp authenticated successfully via service 8510.,Network_Conn
2025-10-20 02:43:05,Proxy,5805,admin_corp,192.168.1.5,203.0.113.2,21,User guest_ext authenticated successfully via service 8181.,Auth_Fail
2025-10-20 02:10:32,Firewall,7700,admin_corp,203.0.113.2,192.168.1.9,22,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 00:32:39,SIEM,9441,admin_corp,192.168.1.7,192.168.1.8,21,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is 3ec1ec06ead86ce9.,File_Write
